lat,lon,haversine distance,rssi,snr
46.804928,-71.234039,0.022467490755220896,,
46.804932,-71.234016,0.023931365768884827,-92.0,3.25
46.804932,-71.234016,0.023931365768884827,-86.0,3.75
46.804928,-71.234009,0.023957373268114243,-84.0,3.5
46.804928,-71.234009,0.023957373268114243,-92.0,3.75
46.804935,-71.234001,0.024942276318958248,-82.0,4.75
46.804935,-71.234001,0.024942276318958248,-89.0,3.25
46.804932,-71.234009,0.02428542841270547,-87.0,4.25
46.804932,-71.234009,0.02428542841270547,-94.0,3.75
46.804943,-71.234001,0.02560371465993177,-88.0,3.75
46.804943,-71.234001,0.02560371465993177,-83.0,4.25
46.80492,-71.233971,0.025417933476254463,-83.0,4.75
46.80492,-71.233971,0.025417933476254463,-83.0,5.0
46.804913,-71.233971,0.024914096145321692,-83.0,5.0
46.804913,-71.233971,0.024914096145321692,-83.0,4.75
46.804913,-71.233971,0.024914096145321692,-82.0,4.5
46.804913,-71.233971,0.024914096145321692,-83.0,5.5
46.804924,-71.233978,0.025317043870343458,-85.0,4.0
46.804924,-71.233978,0.025317043870343458,-83.0,4.5
46.804924,-71.233986,0.02487197554880536,-95.0,3.0
46.804924,-71.233986,0.02487197554880536,-92.0,3.25
46.80492,-71.233986,0.024567869033849245,-87.0,4.5
46.80492,-71.233986,0.024567869033849245,-92.0,3.75
46.80492,-71.233978,0.025018347930225684,-96.0,3.25
46.80492,-71.233978,0.025018347930225684,-93.0,3.5
46.804913,-71.233963,0.025385823556931985,-93.0,3.25
46.804909,-71.233955,0.025592234590029694,-94.0,4.0
46.804909,-71.233955,0.025592234590029694,-99.0,2.75
46.804901,-71.233948,0.025500481577473866,-98.0,3.25
46.804901,-71.233948,0.025500481577473866,-96.0,3.25
46.804893,-71.23394,0.025514897688932635,-96.0,3.75
46.804893,-71.23394,0.025514897688932635,-102.0,1.25
46.804886,-71.23394,0.025106265571838374,-99.0,1.5
46.804886,-71.23394,0.025106265571838374,-103.0,0.25
46.804886,-71.23394,0.025106265571838374,-113.0,-9.75
46.804886,-71.23394,0.025106265571838374,-116.0,-11.25
46.80489,-71.233948,0.024822102763976048,-111.0,-5.75
46.80489,-71.233948,0.024822102763976048,-113.0,-8.0
46.804897,-71.23394,0.025756053293962442,-117.0,-13.0
46.804897,-71.23394,0.025756053293962442,-117.0,-10.75
46.804855,-71.233978,0.020905819570278254,-122.0,-17.5
46.804855,-71.233978,0.020905819570278254,-115.0,-10.5
46.804855,-71.233978,0.020905819570278254,-116.0,-10.25
46.804855,-71.233978,0.020905819570278254,-119.0,-13.25
46.804855,-71.233978,0.020905819570278254,-111.0,-6.25
46.804855,-71.233978,0.020905819570278254,-119.0,-13.25
46.804855,-71.233978,0.020905819570278254,-112.0,-8.5
46.804855,-71.233978,0.020905819570278254,-113.0,-7.0
46.804855,-71.233978,0.020905819570278254,-109.0,-2.5
46.804855,-71.233978,0.020905819570278254,-111.0,-6.5
46.804855,-71.233978,0.020905819570278254,-109.0,-3.75
46.804855,-71.233978,0.020905819570278254,-113.0,-9.0
46.804855,-71.233978,0.020905819570278254,-113.0,-9.25
46.804855,-71.233978,0.020905819570278254,-109.0,-5.25
46.804855,-71.233978,0.020905819570278254,-111.0,-6.75
46.804855,-71.233978,0.020905819570278254,-107.0,-2.5
46.804855,-71.233978,0.020905819570278254,-103.0,-0.25
46.804855,-71.233978,0.020905819570278254,-112.0,-6.0
46.804855,-71.233978,0.020905819570278254,-102.0,1.25
46.804855,-71.233978,0.020905819570278254,-97.0,3.0
46.804867,-71.233963,0.02253748813046184,-93.0,3.25
46.804867,-71.233963,0.02253748813046184,-89.0,4.25
46.804867,-71.233963,0.02253748813046184,-98.0,3.0
46.804867,-71.233963,0.02253748813046184,-103.0,-0.5
46.804867,-71.233963,0.02253748813046184,-104.0,-1.0
46.804867,-71.233963,0.02253748813046184,-112.0,-7.0
46.804867,-71.233963,0.02253748813046184,-109.0,-9.0
46.804867,-71.233963,0.02253748813046184,-116.0,-9.75
46.804867,-71.233963,0.02253748813046184,-112.0,-6.0
46.804867,-71.233963,0.02253748813046184,-110.0,-3.0
46.804867,-71.233963,0.02253748813046184,-113.0,-5.75
46.804867,-71.233963,0.02253748813046184,-113.0,-7.5
46.804867,-71.233963,0.02253748813046184,-119.0,-16.5
46.804867,-71.233963,0.02253748813046184,-115.0,-10.25
46.804867,-71.233963,0.02253748813046184,-117.0,-11.5
46.804806,-71.233887,0.02588482838337243,-116.0,-9.25
46.804806,-71.233887,0.02588482838337243,-116.0,-11.25
46.804821,-71.233902,0.025081270677701273,-117.0,-12.5
46.804821,-71.233902,0.025081270677701273,-116.0,-11.75
46.804832,-71.233902,0.025385800286983087,-113.0,-10.0
46.804832,-71.233902,0.025385800286983087,-115.0,-10.5
46.804832,-71.233902,0.025385800286983087,-115.0,-10.25
46.804832,-71.233902,0.025385800286983087,-114.0,-8.25
46.804825,-71.233902,0.025185562582468114,-113.0,-8.5
46.804825,-71.233902,0.025185562582468114,-118.0,-12.25
46.804832,-71.233902,0.025385800286983087,-119.0,-12.5
46.804768,-71.235092,0.06614119625281875,-125.0,-19.25
46.804768,-71.235092,0.06614119625281875,-121.0,-16.0
46.804764,-71.2351,0.06675305033029004,-125.0,-20.5
46.804749,-71.235138,0.06968109673040322,-123.0,-17.25
46.804749,-71.235138,0.06968109673040322,-124.0,-19.0
46.804741,-71.235161,0.07146531649036228,-120.0,-15.25
46.804741,-71.235161,0.07146531649036228,-123.0,-17.0
46.804733,-71.235168,0.07204288634207542,-121.0,-16.0
46.804733,-71.235168,0.07204288634207542,-119.0,-13.75
46.804726,-71.235191,0.07383815292417456,-120.0,-14.0
46.804726,-71.235191,0.07383815292417456,-113.0,-8.75
46.804714,-71.235199,0.07454530990881691,-111.0,-6.0
46.80471,-71.235207,0.07519025337496546,-107.0,-2.0
46.80471,-71.235207,0.07519025337496546,-109.0,-5.5
46.804726,-71.235168,0.0720915300877344,-108.0,-3.25
46.804726,-71.235168,0.0720915300877344,-105.0,-1.5
46.804733,-71.23513,0.06915556883318522,-103.0,1.0
46.804733,-71.23513,0.06915556883318522,-99.0,2.75
