lat,lon,haversine distance,rssi,snr
46.804832,-71.233772,0.0350116898071896,,
46.804832,-71.233772,0.0350116898071896,-67.0,4.5
46.804832,-71.233772,0.0350116898071896,-68.0,4.5
46.804832,-71.233772,0.0350116898071896,-75.0,4.5
46.804832,-71.233772,0.0350116898071896,-64.0,4.25
46.804832,-71.233772,0.0350116898071896,-88.0,4.0
46.804871,-71.233864,0.029541967471093396,-95.0,3.25
46.804871,-71.233864,0.029541967471093396,-99.0,2.5
46.804863,-71.233856,0.02978563284036612,-110.0,-6.25
46.804863,-71.233856,0.02978563284036612,-104.0,-1.25
46.804863,-71.233849,0.030285836487718855,-110.0,-7.0
46.804863,-71.233849,0.030285836487718855,-111.0,-8.0
46.804863,-71.233856,0.02978563284036612,-118.0,-14.0
46.804863,-71.233856,0.02978563284036612,-115.0,-10.75
46.804863,-71.233856,0.02978563284036612,-117.0,-12.5
46.804863,-71.233864,0.029215381929946275,-119.0,-14.75
46.804863,-71.233864,0.029215381929946275,-117.0,-11.75
46.804863,-71.233856,0.02978563284036612,-118.0,-16.25
46.804859,-71.233849,0.030136866676741775,-124.0,-20.25
46.804852,-71.233841,0.030470747481395763,-123.0,-18.25
46.804848,-71.233818,0.03202204476242563,-118.0,-13.5
46.804848,-71.233818,0.03202204476242563,-121.0,-16.5
46.804848,-71.233818,0.03202204476242563,-117.0,-14.0
46.804848,-71.233818,0.03202204476242563,-112.0,-9.25
46.804844,-71.233826,0.03131655182554869,-118.0,-14.5
46.804844,-71.233826,0.03131655182554869,-117.0,-13.25
46.80484,-71.233833,0.03068698966753605,-114.0,-14.75
46.80484,-71.233833,0.03068698966753605,-118.0,-14.5
46.804832,-71.233833,0.030473509031901092,-114.0,-11.0
46.804832,-71.233833,0.030473509031901092,-115.0,-10.75
46.804832,-71.233833,0.030473509031901092,-116.0,-12.75
46.804832,-71.233833,0.030473509031901092,-107.0,-4.5
46.804832,-71.233833,0.030473509031901092,-114.0,-10.25
46.804832,-71.233833,0.030473509031901092,-105.0,-3.5
46.804829,-71.233871,0.027582762387083758,-81.0,5.5
46.804829,-71.233871,0.027582762387083758,-74.0,5.5
46.804829,-71.233871,0.027582762387083758,-76.0,6.5
46.804829,-71.233871,0.027582762387083758,-56.0,5.25
46.804829,-71.233871,0.027582762387083758,-60.0,5.0
46.804829,-71.23391,0.024709691328810523,-56.0,5.25
46.804829,-71.23391,0.024709691328810523,-54.0,5.25
46.804829,-71.23391,0.024709691328810523,-53.0,5.0
