lat,lon,rssi,snr
46.796119166666664,-71.2305515,-102.0,1.25
46.796119166666664,-71.2305515,-105.0,-0.75
46.79612066666667,-71.23055383333333,,
46.79612066666667,-71.23055383333333,,
46.7961225,-71.23055016666666,,
46.7961225,-71.23055016666666,-103.0,0.75
46.79612216666666,-71.23054566666667,,
46.79612216666666,-71.23054566666667,,
46.79611833333333,-71.23053333333333,,
46.79611833333333,-71.23053333333333,-100.0,2.25
46.7961185,-71.23053283333333,,
46.7961185,-71.23053283333333,,
46.7961155,-71.23053383333334,,
46.7961155,-71.23053383333334,-100.0,3.0
46.7961155,-71.23053383333334,,
46.7961155,-71.23053383333334,,
46.7961155,-71.23053383333334,,
46.7961155,-71.23053383333334,-113.0,-8.25
46.7961155,-71.23053383333334,,
46.7961155,-71.23053383333334,,
46.796116,-71.23053433333334,,
46.796116,-71.23053433333334,-103.0,0.0
46.796116,-71.23053416666667,,
46.796116,-71.23053416666667,,
46.796116,-71.23053416666667,,
46.796116,-71.23053416666667,-109.0,-5.75
46.796116,-71.23053416666667,,
46.796116,-71.23053416666667,,
46.796116,-71.23053416666667,,
46.796116,-71.23053416666667,-110.0,-5.5
46.79611583333333,-71.230534,,
46.79611583333333,-71.230534,,
46.79611583333333,-71.230534,,
46.79611583333333,-71.230534,-110.0,-5.75
46.79611583333333,-71.230534,,
46.79611583333333,-71.230534,,
46.79611583333333,-71.230534,,
46.79611583333333,-71.230534,-110.0,-5.5
46.796115666666665,-71.230534,,
46.796115666666665,-71.230534,,
46.796115666666665,-71.230534,,
46.796115666666665,-71.230534,-112.0,-7.75
46.7961135,-71.23055566666666,,
46.7961135,-71.23055566666666,,
46.7961135,-71.23055566666666,-114.0,-8.5
46.7961135,-71.23055566666666,,
46.7961135,-71.23055566666666,,
46.7961135,-71.23055566666666,,
46.7961135,-71.23055566666666,-113.0,-8.0
46.7961135,-71.23055566666666,,
46.7961135,-71.23055566666666,,
46.7961135,-71.23055566666666,-107.0,-2.25
46.7961135,-71.23055566666666,,
46.7961135,-71.23055566666666,,
46.79611466666667,-71.230545,,
46.79611466666667,-71.230545,,
46.79611466666667,-71.23054516666667,-106.0,-1.5
46.79611466666667,-71.23054516666667,,
46.79611466666667,-71.2305455,,
46.79611466666667,-71.2305455,-101.0,2.0
46.79611466666667,-71.2305455,,
46.79611466666667,-71.2305455,,
46.79611466666667,-71.2305455,,
46.79611466666667,-71.2305455,-102.0,1.25
46.79611416666667,-71.23054933333333,,
46.79611416666667,-71.23054933333333,,
46.79611416666667,-71.23054933333333,,
46.79611416666667,-71.23054933333333,-100.0,2.5
46.7961135,-71.23055566666666,,
46.7961135,-71.23055566666666,,
46.7961135,-71.23055566666666,,
46.7961135,-71.23055566666666,-100.0,2.75
46.7961135,-71.23055566666666,,
46.7961135,-71.23055566666666,,
46.7961135,-71.23055566666666,,
46.7961135,-71.23055566666666,-99.0,2.75
46.7961135,-71.23055566666666,,
46.7961135,-71.23055566666666,,
46.79611416666667,-71.2305505,,
46.79611416666667,-71.2305505,-100.0,3.0
46.79611416666667,-71.2305505,,
46.79611416666667,-71.2305505,,
46.79611416666667,-71.23055066666667,,
46.79611416666667,-71.23055066666667,-99.0,3.25
46.79611383333334,-71.23055266666667,,
46.79611383333334,-71.23055266666667,,
46.79611383333334,-71.2305535,,
46.79611383333334,-71.2305535,-99.0,2.5
46.79611383333334,-71.23055383333333,,
46.79611383333334,-71.23055383333333,,
46.79611366666666,-71.23055416666666,,
46.79611366666666,-71.23055416666666,-101.0,2.75
46.79611366666666,-71.23055433333333,,
46.79611366666666,-71.23055433333333,,
46.79611366666666,-71.2305545,,
46.79611366666666,-71.2305545,-100.0,2.25
46.79611366666666,-71.23055466666666,,
46.79611366666666,-71.23055466666666,,
46.79611366666666,-71.23055483333333,,
46.79611366666666,-71.23055483333333,-101.0,2.0
46.79611366666666,-71.23055483333333,,
46.79611366666666,-71.23055483333333,,
46.79611366666666,-71.230555,,
46.79611366666666,-71.230555,-101.0,2.25
46.79611366666666,-71.230555,,
46.79611366666666,-71.230555,,
46.79611366666666,-71.230555,-101.0,2.0
46.79611366666666,-71.230555,,
46.79611366666666,-71.230555,,
46.79611366666666,-71.230555,,
46.79611366666666,-71.230555,-100.0,2.0
46.79611366666666,-71.230555,,
46.79611366666666,-71.230555,,
46.79611366666666,-71.230555,,
46.79611366666666,-71.230555,-101.0,1.75
46.79611366666666,-71.230555,,
46.79611366666666,-71.230555,,
46.79611366666666,-71.230555,-102.0,1.25
46.79611716666667,-71.23054933333333,,
46.79611716666667,-71.23054933333333,,
46.796117333333335,-71.23054916666666,,
46.796117333333335,-71.23054916666666,-102.0,1.5
46.796117333333335,-71.230549,,
46.796117333333335,-71.230549,,
46.796118166666666,-71.230547,,
46.796118166666666,-71.230547,-104.0,0.0
46.7961185,-71.2305465,,
46.7961185,-71.2305465,,
46.79611933333333,-71.2305465,,
46.79611933333333,-71.2305465,-102.0,1.0
46.79612,-71.23054566666667,,
46.79612,-71.23054566666667,,
46.7961355,-71.23051983333333,,
