lat,lon,rssi,snr
46.79899483333333,-71.22586416666667,-45.0,6.5
46.7989975,-71.225869,-43.0,6.5
46.7989975,-71.225869,,
46.799004333333336,-71.225871,-37.0,6.5
46.799004333333336,-71.225871,,
46.79900633333333,-71.22587333333334,,
46.79900633333333,-71.22587333333334,,
46.7990075,-71.22587133333333,-47.0,6.5
46.7990075,-71.22587133333333,,
46.799004,-71.22587033333333,-50.0,6.5
46.799004,-71.22587033333333,,
46.7989995,-71.22588266666666,,
46.7989995,-71.22588266666666,,
46.7989995,-71.22588266666666,-45.0,6.75
46.79898983333333,-71.22589083333334,,
46.79898033333333,-71.2259075,-50.0,6.25
46.79898033333333,-71.2259075,,
46.79897016666666,-71.2259295,,
46.79897016666666,-71.2259295,,
46.798958999999996,-71.22594516666666,-50.0,6.75
46.798958999999996,-71.22594516666666,,
46.79894483333333,-71.22596433333334,-56.0,6.5
46.79894483333333,-71.22596433333334,,
46.79893166666667,-71.22598316666667,,
46.79893166666667,-71.22598316666667,-56.0,7.25
46.79892616666667,-71.22599733333334,,
46.79892616666667,-71.22599733333334,,
46.79891166666667,-71.22602066666667,-62.0,6.5
46.79891166666667,-71.22602066666667,,
46.7989005,-71.22604433333333,,
46.7989005,-71.22604433333333,-60.0,7.5
46.7988995,-71.226049,,
46.7988995,-71.226049,,
46.79889283333333,-71.2260775,-63.0,7.25
46.79889283333333,-71.2260775,,
46.798891166666664,-71.2260975,,
46.798891166666664,-71.2260975,-67.0,6.5
46.7988875,-71.22612566666666,,
46.7988875,-71.22612566666666,,
46.79888116666667,-71.22614266666666,-71.0,6.25
46.79888116666667,-71.22614266666666,,
46.7988705,-71.2261575,-71.0,6.5
46.7988705,-71.2261575,,
46.79885916666667,-71.226173,,
46.79885916666667,-71.226173,,
46.79884333333333,-71.22619216666666,-77.0,6.0
46.79884333333333,-71.22619216666666,,
46.79883366666667,-71.22622016666666,-74.0,6.5
46.79883366666667,-71.22622016666666,,
46.798822,-71.22623733333333,,
46.798822,-71.22623733333333,,
46.798809,-71.226254,-78.0,7.25
46.798809,-71.226254,,
46.798802,-71.226269,-76.0,7.25
46.798802,-71.226269,,
46.798802,-71.226269,,
46.79878633333333,-71.22628933333333,,
46.79878133333333,-71.22630483333333,-77.0,6.25
46.79878133333333,-71.22630483333333,,
46.7987725,-71.22632633333333,-73.0,7.5
46.7987725,-71.22632633333333,,
46.7987605,-71.22634733333334,,
46.7987605,-71.22634733333334,,
46.798745,-71.226366,-74.0,6.0
46.798745,-71.226366,,
46.798737,-71.22638233333333,-85.0,6.0
46.798737,-71.22638233333333,,
46.798728,-71.22640033333333,,
46.798728,-71.22640033333333,,
46.798714333333336,-71.22641866666666,-82.0,6.0
46.798714333333336,-71.22641866666666,,
46.79870566666666,-71.2264395,-78.0,7.0
46.79870566666666,-71.2264395,,
46.79869633333333,-71.2264585,,
46.79869633333333,-71.2264585,,
46.79868666666667,-71.22648433333333,-81.0,6.25
46.79868666666667,-71.22648433333333,,
46.79867433333333,-71.226501,-84.0,6.25
46.79867433333333,-71.226501,,
46.7986645,-71.2265155,,
46.7986645,-71.2265155,-82.0,6.0
46.798655,-71.22653133333333,,
46.798655,-71.22653133333333,,
46.798640666666664,-71.22655166666667,-81.0,6.25
46.798640666666664,-71.22655166666667,,
46.798631,-71.22656616666667,-85.0,5.75
46.798631,-71.22656616666667,,
46.79862383333333,-71.2265875,,
46.79862383333333,-71.2265875,,
46.79861266666666,-71.22660516666667,-87.0,6.25
46.79861266666666,-71.22660516666667,,
46.7986025,-71.226623,-83.0,5.75
46.7986025,-71.226623,,
46.7985905,-71.2266425,,
46.7985905,-71.2266425,,
46.79857883333333,-71.2266625,-84.0,7.5
46.79857883333333,-71.2266625,,
46.7985655,-71.22667833333334,-84.0,5.75
46.7985655,-71.22667833333334,,
46.79855533333333,-71.22669733333333,,
46.79855533333333,-71.22669733333333,,
46.798545,-71.22671183333334,-92.0,4.5
46.798545,-71.22671183333334,,
46.79853266666667,-71.226727,-83.0,6.25
46.79853266666667,-71.226727,,
46.798520333333336,-71.2267465,,
46.798520333333336,-71.2267465,,
46.7985135,-71.22676483333333,-93.0,4.0
46.7985135,-71.22676483333333,,
46.798506833333334,-71.22678066666667,-88.0,5.0
46.798506833333334,-71.22678066666667,,
46.79850283333333,-71.226799,,
46.79850283333333,-71.226799,,
46.798492833333334,-71.22681666666666,-97.0,1.75
46.798492833333334,-71.22681666666666,,
46.798482166666666,-71.22683416666666,-89.0,6.25
46.798482166666666,-71.22683416666666,,
46.798471166666666,-71.22685016666667,,
46.798471166666666,-71.22685016666667,,
46.79846,-71.22686683333333,-85.0,5.75
46.79846,-71.22686683333333,,
46.79846,-71.22686683333333,-89.0,5.25
46.798449833333336,-71.22688083333334,,
46.798449833333336,-71.22688083333334,,
46.798443,-71.2269,,
46.798433,-71.2269175,-82.0,6.75
46.798433,-71.2269175,,
46.7984235,-71.22693333333333,-91.0,5.25
46.7984235,-71.22693333333333,,
46.7984135,-71.2269485,,
46.7984135,-71.2269485,,
46.7984135,-71.2269485,-89.0,6.25
46.79840433333333,-71.22696533333334,,
46.798394333333334,-71.2269765,-94.0,4.75
46.798394333333334,-71.2269765,,
46.798384666666664,-71.22699033333333,,
46.798384666666664,-71.22699033333333,-88.0,6.0
46.798372,-71.22700166666667,,
46.798372,-71.22700166666667,,
46.79836433333333,-71.22701966666666,-87.0,5.25
46.79836433333333,-71.22701966666666,,
46.798352333333334,-71.22703416666667,-95.0,3.0
46.798352333333334,-71.22703416666667,,
46.79834233333333,-71.22705216666667,,
46.79834233333333,-71.22705216666667,,
46.7983335,-71.22706883333333,-94.0,1.75
46.7983335,-71.22706883333333,,
46.79832416666667,-71.227088,-95.0,4.0
46.79832416666667,-71.227088,,
46.79831683333333,-71.227107,,
46.79831683333333,-71.227107,,
46.79831016666667,-71.22712866666667,-94.0,3.25
46.79831016666667,-71.22712866666667,,
46.798300833333336,-71.22714683333334,-101.0,0.25
46.798300833333336,-71.22714683333334,,
46.79829316666667,-71.22716283333334,,
46.79829316666667,-71.22716283333334,,
46.7982865,-71.22718366666666,-92.0,4.75
46.7982865,-71.22718366666666,,
46.798269,-71.2271945,-88.0,6.0
46.798269,-71.2271945,,
46.798259333333334,-71.22721433333334,,
46.798259333333334,-71.22721433333334,,
46.79825133333333,-71.2272345,-96.0,3.75
46.79825133333333,-71.2272345,,
46.7982435,-71.2272555,-93.0,5.5
46.7982435,-71.2272555,,
46.79823533333333,-71.22727066666667,,
46.79823533333333,-71.22727066666667,,
46.79822516666667,-71.227288,-95.0,2.0
46.79822516666667,-71.227288,,
46.798215,-71.22730466666667,-86.0,5.25
46.798215,-71.22730466666667,,
46.798206666666665,-71.22732333333333,,
46.798206666666665,-71.22732333333333,,
46.798199,-71.22734316666667,-89.0,5.75
46.798199,-71.22734316666667,,
46.7981945,-71.22736516666667,-97.0,3.0
46.7981945,-71.22736516666667,,
46.79818366666667,-71.22738233333334,,
46.79818366666667,-71.22738233333334,,
46.79817416666667,-71.22739916666667,-90.0,5.25
46.79817416666667,-71.22739916666667,,
46.79816616666667,-71.22741966666666,-102.0,-1.0
46.79816616666667,-71.22741966666666,,
46.798156,-71.22743616666666,,
46.798156,-71.22743616666666,-97.0,3.75
46.798146333333335,-71.22745333333333,,
46.798146333333335,-71.22745333333333,,
46.798137833333335,-71.22747016666666,-90.0,6.25
46.798137833333335,-71.22747016666666,,
46.798131166666664,-71.22748916666667,-90.0,5.25
46.798131166666664,-71.22748916666667,,
46.79812283333333,-71.22750666666667,,
46.79812283333333,-71.22750666666667,,
46.798113666666666,-71.227525,-94.0,5.5
46.798113666666666,-71.227525,,
46.798105,-71.22754233333333,-107.0,-4.75
46.798105,-71.22754233333333,,
46.79809383333333,-71.2275585,,
46.79809383333333,-71.2275585,,
46.79808533333333,-71.22757783333333,-110.0,-7.5
